"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Dominican Republic","DOM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","126500000","106900000","199300000","244400000","287500000","180000000","249300000","258800000","287500000","321300000","414895190","461715440","489759560","632490400","1023192000","1160205950","1152879210","1297114920","1395042000","1746830300","2303519820","2192903500","2036678800","2246418800","3479368010","1555454603.86815","1621558723.27239","1895575842.69663","1981553292.43354","2594465299.68454","2729569106.07251","2230240458.85727","4958267445.31947","5443488000","6004912698.4127","6418914728.68217","6887293254.65444","7809176329.46821","9016078460.71183","9147621844.54676","10646265271.6924","9886440698.27349","10397693731.6957","9154183035.11484","9123310454.51349","12035740836.4309","13547148373.996","15541193424.8982","18101272275.2424","14310440322.1312","17989356272.5927","20119846331.3071","20505663491.434","19747605664.931","20286445849.022","20242485724.1791","20919550868.0932","21328811500.456","",
"Algeria","DZA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1828756552.56228","1643566052.25846","416678732.023496","995399149.28094","856506258.861657","810192218.103745","749427801.745964","729172996.293371","931721050.819307","1195033582.46744","1417836381.68155","1404551500.22391","1739595878.49592","2753081354.81916","4688097732.49139","6684559679.95139","6580527282.77055","8753738135.42973","10590281903.225","10925699711.9352","12846905745.9283","13693869108.8558","13109185466.6609","12591881327.2636","14748966629.209","15493853613.9067","14759677286.2612","12288659587.6289","13356326942.5847","15862794361.9398","15472204242.0183","10788718989.8771","11458142448.2506","11557078492.1825","11083919236.1448","12110000386.0437","11240000368.9565","10279999649.9558","10849999758.2526","11079835972.0011","11390139111.0816","12053065884.8669","14547453034.5624","16203129319.7235","21884326066.0219","24843326827.3644","25651596272.9157","33568752300.3966","49096311175.731","49331042958.1788","50654731587.9332","57376109789.2865","59611982758.9765","63767462893.2925","68262397501.8305","60621193744.4509","56097067791.3911","56133473908.0677","",
"East Asia & Pacific (excluding high income)","EAP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","6344766405.28565","5619120319.88466","5154832109.77777","5400278064.99399","6040839806.54883","7043065912.95559","7691384970.98075","7839397808.67564","8251181982.13054","8443993726.13291","9324301825.97137","9583478419.6326","11470597846.169","17433392299.5489","28127937134.6756","29612176257.3381","30569238631.486","35708069928.1307","41584621525.6505","54003370260.2206","68653418210.0945","79931316129.063","84978605383.0602","89151980148.5121","89310167210.7004","97799777035.7992","90499391787.154","100440850069.783","128859688408.923","141509289199.081","156008092143.738","181728961380.998","213905800776.652","261988599567.231","312916187585.535","394065536889.046","433825856759.83","439593318885.503","362529094508.371","403234891998.809","510569554014.93","516422872248.359","589238335969.571","730611568237.064","948064888232.534","1103935093445.17","1292896584406.32","1537780493817.71","1850963423312.57","1598653479392.4","2132462913973.32","2731970461107.72","2914106986064.37","3119510252827.13","3239698814325.9","2928993178163.9","2874607390915.47","3270013431932.48","",
"Early-demographic dividend","EAR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","21105033396.5484","21115215456.3605","20297255116.1905","21605723276.0458","23674142807.619","25745724872.7913","26835221120.1808","28711924414.2687","30767959772.171","33922901164.0702","37049239852.1031","40566973929.5606","45140451044.6272","61255111710.0922","99811563017.1972","124615127862.364","134185245999.596","162040823874.387","179720550008.183","208693832286.807","274490939827.884","313248720826.861","297706473189.623","290467653901.057","275546213463.318","254830774592.995","241867656829.318","251103805186.862","295024197599.929","320040571397.676","362818565479.965","393593736536.263","448351214108.121","477453724991.537","499734267210.012","568001898394.926","634020885761.819","698884818074.623","682810317824.903","686365542675.736","788492168378.522","761158718960.241","779563456457.247","867279433198.228","1107279084018.51","1341487373328.51","1546406867117.67","1866484245554.75","2218572223228.48","1910035993668.47","2341456826024.83","2784223139454.23","2982424075854.2","3005951746319.18","3071270972728.18","2830613121157.59","2742662088936.22","3061688836412.18","",
"East Asia & Pacific","EAS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","16992478798.1883","18109650540.9758","17298680233.031","19977634453.6321","21927210489.9265","24280925024.8281","27115706891.2079","30372448460.2106","34338522139.0635","38644282486.5334","46060718408.4622","49943436900.8114","58611701497.0741","89578982444.1678","142568345552.042","142971474616.244","159446342430.972","181044770710.191","213239974798.973","286599650134.919","355930945255.839","393431764640.696","384749178765.932","380043485125.455","404585030324.481","403714209271.855","414329690640.747","497780180887.024","639119724177.7","730127808633.099","808874822834.251","885819080059.263","964254882464.241","1064676072050.58","1234070092983.92","1524053146386.35","1624506484592.61","1637339810623.61","1371741785515.92","1481775244441.45","1807397902060.43","1687508803397.02","1776208794516.3","2069774375426.7","2589245161669.23","2965532189994.08","3395822028214.02","3872597976492.59","4590101304881.79","3765494833559.15","4866025295069.1","6026679851513.31","6365739149535.03","6560178359448.71","6708755061084.73","5951046268635.63","5765083720071.94","6468790516305.03","",
"Europe & Central Asia (excluding high income)","ECA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221223379847.148","204343663192.493","153981810992.789","336404594355.627","244761528613.425","193771262936.96","223313829345.305","214912043012.947","232939213366.937","201791476152.052","169671964932.083","200355450605.993","206773368432.81","236156426871.863","301258154614.626","401980795787.305","487009293525.435","603891644564.533","793693153050.053","997955819268.58","704033168484.443","861295069558.159","1093392444721.31","1147673100512","1196676127877.2","1120925341077.52","866944503762.237","838827988188.22","980159685765.949","",
"Europe & Central Asia","ECS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","207694701790.828","231622336561.385","276705671910.553","380841233627.601","516720449547.408","540481521772.408","604297341584.043","682400103421.235","793172727698.814","1029111955203.03","1237385421275.89","1117668892064.68","1070934631515.32","1025758697522.11","1034501308763.66","1073887374963.98","1300465447953.29","1592408629921.76","1799299542473.01","1930114570684.87","2288075976156.93","2267822878044.77","2587218868925.84","2243689997386.94","2422462069058.47","2922395642525.07","2998127771949.12","3007823762007.6","3139247736582.04","3174088667054.23","3336139285921.5","3334357916022.24","3506846539652.36","4228136346829.93","5100152435923.06","5677773009197.46","6514433823172.42","7705918235003.59","8720247578915.01","6783402743100.74","7615616756252.79","8931036604381.95","8584107263832.23","8897008274996.16","9046677240715.04","7851939226077.4","7905636203041.13","8651084274218.34","",
"Ecuador","ECU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","214480876.283951","178045025.368732","163881310.72401","181649533.059066","227656539.802333","245638749.390908","270002428.364061","307238277.740818","359393278.762107","376645548.810278","372412519.665427","459682353.332894","495423486.202346","648350793.436342","1237514214.81401","1494854573.48835","1634570547.73776","2000105770.70224","2213274955.48266","2575840755.02433","3196675358.29975","3336486378.11021","3538835376.1259","2627143347.43503","2652200358.76398","2750018248.74772","2677096292.87895","3118845049.56296","3087613078.20517","3449083352.5959","3326816742.87386","3656282141.07054","3740586293.14657","4381543771.88594","5336068034.01701","6016443221.61081","5535280640.32016","6613086543.27163","7136267133.56678","4483779889.94497","5010291145.57279","6734248000","7960638000","7992504000","9554409000","11821905000","13748900000","15636623000","20933400000","16790125000","22541700000","26453861000","27772113000","29459627000","30168281000","23815449000","19004701000","22516333000","",
"Egypt, Arab Rep.","EGY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","996286588.029707","1081156917.76387","1071428571.42857","1035981308.41121","1078692493.94673","1374780205.9784","1530986993.114","1615822130.2999","1834007074.27994","2888427176.39726","4134809294.16922","3717576961.2711","4516926854.93773","5026531231.04912","7743714285.71429","9822222222.22222","9628783783.78378","10472660098.5222","10593713620.4889","10857880025.8009","10888912155.7952","9167446211.41253","9190887666.92852","12322544009.0857","12856257744.7336","13997308209.9596","13226985709.5381","12938946228.1467","14015606242.497","14561091340.4508","16661751695.665","17718160377.3585","19528023598.8201","21812278630.4604","21144205249.189","22779979451.0495","21801850843.767","19916531416.6473","20219675452.3606","23330246462.2833","29245707243.1424","33931336894.6736","45443397218.0372","62909090909.0909","59712047581.0546","58196067048.8354","58264626400.6747","67928934856.9522","67399869698.7559","69282077027.8993","72069373919.4359","66256251459.1858","68982825514.8276","",
"Euro area","EMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","42199119377.8717","46496004048.9632","51194566900.4348","59056401253.2617","66456407280.0795","71215683245.5646","79892612021.6756","84393989324.7074","92235204696.6476","109512425294.525","125303968874.54","140286614848.806","169981087330.484","234582240992.663","318239836417.135","334616249909.605","378633974184.642","428485613460.54","502435394700.302","654360125620.634","794482796839.179","713134564655.119","679679746744.968","644901506187.516","645604675856.657","667271238617.805","807841353176.841","995992284015.006","1119761622938.18","1211247168997.05","1495352284929.92","1546775366446.43","1666028055576.45","1448294101340.98","1612084866010.36","1968484235685.51","2002132758026.74","1963625437440.9","2082859185615.16","2136786812075.64","2225549796645.08","2218628860209.35","2298098508149.6","2795266847626.72","3345121143265.57","3673634143177.68","4167004630561.96","4906914557844.93","5500716628744.22","4325478287965.57","4769908527346.32","5523034899292.12","5185366786559.08","5360100012634.02","5532422912914.4","4838827432906.14","4927855990226.49","5387288212226.45","",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.585369","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","833136311.915058","1189957607.49029","1633079903.89791","2056286550.59836","2429704294.8789","3254542781.7677","3893500155.76512","3760819358.16915","3966047696.32078","4731368827.75013","5584919182.31519","5975692694.61078","8144948226.76676","11570563677.8983","17918337467.5512","19085788985.5072","20650048744.0935","20972103833.5159","22127555772.5694","30179158403.5697","40002154560.2228","38540617048.1168","38132871270.6346","35202582714.6172","34660785448.1474","35985561937.3777","42891188903.4098","58982195256.7039","72658897157.5489","85773218411.806","106178798889.977","113249015372.298","124250577604.421","100536621649.889","112634184573.345","140353616226.314","148775778274.005","150343181818.182","164633032631.696","179452375878.969","188276211534.918","189119463087.248","201006964050.442","250872460496.614","310530171343.432","343332918791.195","389321289675.072","468932384341.637","497722279185.587","357142261739.372","384020844369.414","434009480619.754","390533854381.217","394421268650.536","416976493978.163","367366170682.816","370303088508.284","412096081537.498","",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728886213.28394","3259065307.73798","3295550118.01731","3431489400.44219","4158018485.12173","4721056068.5282","4274527576.66099","3688783285.72745","4078346074.6576","4815880757.27607","6478792682.92683","8368425093.1677","9945822285.78535","12490803788.7342","16026245688.4752","17111285044.6756","10974921505.9739","13394545945.0422","18723922752.2458","19457984714.9055","20484623001.1554","20912288874.7335","16835841649.4499","17531783456.1737","19064068474.6552","",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19528123370.3345","20117841529.6664","19102997440.4481","",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","68327950015.7945","72401801063.0217","77940674919.5148","87203912511.5019","98631741828.1969","104879450787.082","114756102021.146","121552056095.501","130832147419.401","150953690855.743","172310132012.485","191563396123.156","229443404797.806","315626122797.256","429664407596.622","449236160726.486","502142664152.443","564988572995.087","658446129996.036","859960208015.883","1032311359511.25","929398572681.42","889793275783.886","849937249377.189","857914022417.822","889234671902.891","1070687184724.09","1318927556161.38","1496044047500.16","1608895303707.3","1946655050536.05","1972677193932.73","2122291208734.48","1875688244168.36","2092702162348.51","2542930507872.76","2621272742389.51","2615593960851.36","2773369062731.35","2844026775350.03","2977408054280.85","2971274054853.39","3112216792000.75","3748616441059.03","4497598860841.27","4966699799119.12","5674535429997.71","6647644145240.85","7414436544578.02","5782370381299.86","6407912482800.98","7402628746939.83","7018709020158","7247651390195.58","7517944498220.85","6617366927368.94","6682975459000.21","7293670124653.85","",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64253160030.4133","63960425131.4779","72083581370.345","82804641097.2787","107505150642.239","130814898093.089","137263910091.943","156606425206.994","202190221779.406","206544323823.477","240272313977.425","240098140192.572","291726870060.369","343665613379.573","347890315370.227","296090178351.301","269915898988.055","291124283053.219","",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1161879537.3761","1266154793.56422","1359290844.07117","1336393601.16152","1646434389.93369","1807643813.28067","1899849594.91853","1854024152.40695","1785111623.07048","2243649054.87256","2901994620.61155","3116110542.76783","3558591482.64984","4849296250.19449","7338853316.52749","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38720434689.9638","41311958724.8941","39489932885.906","42151326933.9356","52641083521.4447","63757139309.6598","74357666956.8462","84481244511.3537","100057486996.989","117565548557.199","86164212281.1892","92707063090.1223","109498053437.164","105055469878.684","107180529621.917","104006638154.909","85932712140.9191","87773137953.061","96040396302.6769","",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","44830625.86576","47726986.5256265","47726986.5256265","62964362.1710112","70142299.4585065","79712882.5085002","72219426.2707599","76837001.1189854","86568189.6255582","98124428.179323","113493064.312736","142640009.353443","174745516.238488","250314782.170738","303624627.606753","298576469.156832","294753369.722624","335840527.577938","390292985.356637","517051693.191337","633985574.572127","709805991.106951","592664199.9142","550737561.455261","517088583.040828","510575502.773925","509312295.877836","495216657.287563","567713067.188702","713813793.568395","897899925.720845","837286527.514231","841184298.070526","972240238.68206","1085171777.88402","1159496551.23373","1252975130.0506","1223730691.97202","965975437.890074","1192881803.41186","1183312975.66476","1140911886.14601","1177923087.47542","1580546471.14675","1920600115.40681","1957994086.33944","2107268253.23475","2097309383.34472","2592345799.08389","1715044945.5438","2006568315.69619","2460852107.96342","2549025085.20029","2911100249.80993","2840256437.42715","2424628146.45309","2409485845.22843","","",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7874771893.32456","8433174749.89666","9246854519.62353","10665733809.0798","12384789420.9009","12845806484.0531","14652769102.452","15654898773.4924","17479359120.8384","20830196886.8352","22918389039.8016","25770095892.0327","32248374512.3537","44639068945.1974","62037643207.856","64439345265.4123","75449330783.9388","83706873495.5871","97265988372.093","124740980573.543","157930766842.595","144292094146.047","139514921648.867","127109906188.14","125805749455.828","131050518323.843","158186381286.107","193330786860.199","214217597180.927","229069504421.139","276177568967.594","274783164748.285","289557620817.844","252823720176.048","281109404536.862","336601393087.134","341586100782.152","327048775005.619","351430953969.313","353524398039.633","371434494195.688","367426398210.291","381655373611.895","454338600451.467","538587037496.896","591804501927.621","653110023836.407","759099370380.509","854435330306.137","689420672409.003","742031316842.103","868987884447.481","818540713740.32","854548434796.238","878812509205.593","759722943088.242","763536701903.361","825991807700.996","",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463079035.339064","559616983.458043","611151662.109834","584538857.115394","610662849.759966","869651016.287931","769641635.092053","908636128.666478","1025593596.55613","1329977772.47093","1323826523.60683","1093100039.17253","1110755498.65756","1363644830.21961","1501078981.44152","1492797749.40797","","","","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","","","","","","","","","","185018400","187565000","193532000","193916600","221795100","239758300","240164500","254198100","264934500","260436500","233632600","244221500","238857800","","",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","46157379.7170311","53078875.5037959","56243568.9304453","70124240.0810661","77540103.4436829","84468787.5973566","97281594.3266416","130487348.089838","145012559.970438","171949150.795503","123008734.147266","199741094.369392","311076213.307742","416798916.5173","668038561.85275","1033535543.81168","1387316653.25391","1440086500.20843","1121176289.14066","1133406056.70852","1353656767.39824","1571772409.82414","1435152241.09865","1476646950.40855","1431720921.04787","1913133445.97193","1861937649.2914","1484012449.05493","1602494055.16644","1724720017.89053","1836814829.26011","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1655659043.70693","1473711135.22687","1707297196.71007","1843491822.01042","2073131765.29024","2293295082.67893","2897165197.81117","3309244454.23718","4156167870.27755","3780351102.9439","4522116999.1742","5229340865.34295","5390541036.31325","5853783136.1833","5272025662.04504","4013828893.92924","3657474922.10057","3699620085.46377","",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","15617572732.5516","15522854822.3374","15815127026.1986","16851607900.1447","19076116870.7803","19509114055.7592","20239775211.8208","21697473493.319","22507195654.7948","23743551742.9815","26851654427.6458","29800489900.219","34533986263.7363","46726319206.2714","63913005142.59","64182355530.9735","66371104941.5993","74631432408.861","87814120038.3509","116130537907.666","135165171740.646","122614146704.18","119677158455.625","118897239502.804","124719335328.545","128330405544.148","149845629434.184","184579715312.96","224667372287.442","236491017670.157","266964398792.614","254445071252.205","270309090733.591","259162370875.825","288445784205.693","332281836831.308","360199687987.519","386404715127.701","401897979463.399","419048697621.744","439791193826.6","438498632503.239","469845623501.199","528697142857.143","625270963017.21","686989090909.091","784018399264.029","840508203281.313","857529411764.706","674718803551.955","752366408693.947","839606976489.97","844201156322.765","868085386896.447","914479030510.279","839561218721.017","803925592427.632","837427058259.178","",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743399815.08299","1140170044.20972","1001841200.42363","1479432986.51252","1340894551.22164","1066705911.58926","1212806558.87468","1251368837.43367","1439783576.99139","1852837089.51786","2469517745.1449","3305928256.75238","4416173607.21803","5895237265.25309","7472763695.78119","5268644591.20229","6141011627.53975","7906428690.21085","9158996872.32181","9303346216.66051","9983201757.86023","8713813311.83145","8529809850.98204","9387918454.76445","",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431423304.702514","474845780.175819","393603729.290281","423018954.610907","413213879.504031","549084205.985018","417416054.549835","348508152.767387","347109528.744885","399077904.517425","503014656.062503","489222600.150441","321158572.044947","404225352.112676","631055900.621118","518085106.382979","443644067.79661","368285714.285714","354799301.919721","448717948.717949","406950207.46888","224767428.792591","120354808.590103","242989412.632509","475228310.502283","612110906.702115","1153286610.35948","1328870748.29932","1250710521.40818","1278450300.4595","1522368636.72261","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6623811100.07724","8312720240.04365","10108835863.9863","12690121372.5305","10989375851.7888","14768574004.1929","19529465074.7453","22147874707.6512","22689841615.0658","19483722911.925","21456862104.6892","20615994270.8067","22648980830.2303","",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","539720563.969686","626828740.251305","740909308.147487","724403496.131013","891764001.211754","922121889.507892","856409525.055432","920887064.887494","874985347.941839","905906827.516643","941918716.932271","864746362.731672","966133346.851746","901093975.110592","867392015.605054","850549843.310401","854522371.142889","868000109.323699","946513576.296896","1031237407.23715","1922724933.23622","2988313268.62568","2962825404.83488","3177066583.64096","2961065624.22995","3620035700.34283","4089175100.04897","4519670953.66086","4396562687.24733","4480281635.06736","7090114272.70558","10895215565.8063","",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282216842.434757","309496979.919791","309274309.922788","336061817.041498","384410879.400155","377490204.320608","406575753.248608","368888210.036828","402935427.454477","370399428.053594","404409982.408897","449908222.042667","404221849.054226","517835211.303885","",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6596903","26948628.5695037","31248657.1406251","36398983.0508475","38767763.1578947","28278217.8207579","31395546.9823706","37483116.7231619","44225216.1383285","49224572.0070025","46299659.043934","55268030.3030303","68336755.6496237","52759846.6766757","71013939.1033411","83018771.8762972","41457271.6312291","67719955.5763167","84150250.5167036","98449728.3366258","90350137.8049409","97180013.6089954","113409934.417992","77499976.7900961","80839755.4509768","89252264.1599689","86090212.0790152","107106556.211444","74000256.631135","96100140.4744623","122592296.962694","105220708.052851","97104771.6446276","117152485.984608","140134374.488912","147688552.160785","163350841.792568","236294164.336023","283532727.281254","291219472.060075","299072147.505335","339915476.021693","254235279.576735","270056473.160068","330651315.19068","337797563.443709","368826434.440536","425544662.671669","",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9601437175.56034","8378620545.10803","10023932128.1867","8610268399.31989","8350274566.91241","5564623860.53247","4626710052.23874","4693067071.9158","",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","718524774.933093","795769616.410426","870232756.735945","1034173117.83374","1228103930.15993","1492364903.51562","1534263794.38568","1594976536.9456","1763377360.79256","2037254207.88456","2000809090.90909","2212451136.36364","2733384090.90909","4490319907.94016","5389992045.45455","6042160467.58767","6489140858.20895","7481735430.15726","8625546382.18924","11091655013.7994","14356165467.6259","13479682041.8204","13459200000","12208637383.9009","11571636940.7497","11598554897.6067","14070950340.7984","15884210870.6593","17767852750.4204","19664088753.6718","24815115649.1831","25647744251.2619","27828549338.577","25002288347.2057","25323011235.9551","31047568613.0313","33853424546.9989","33000637713.7152","37510447250.0865","40084619007.0318","45152926478.7175","45421484653.2439","46512543290.0433","59861400338.6004","70208942637.1989","73315604775.5254","86576754610.4629","111487350533.808","127492981104.438","94913550013.8927","91984510745.9708","92985185781.8542","81399960098.5976","79551948570.8799","82430385379.5134","61929992131.7875","60083185399.1658","68691519437.5232","",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","32592592.5925926","39703703.7037037","56888888.8888889","66370370.3703704","78703703.7037037","79000000","71777777.7777778","71148148.1481481","88111111.1111111","105807407.407407","115092592.592593","119888888.888889","128629629.62963","138800000","149118518.518519","138625925.925926","159318518.518519","161914814.814815","169207407.407407","194092592.592593","212592592.592593","253185185.185185","266296296.296296","310138518.518519","280206740.740741","272108074.074074","311462481.481481","319120962.962963","396159888.888889","402395592.592593","436385259.259259","451733185.185185","360979629.62963","379569185.185185","395495481.481481","395684296.296296","424283148.148148","536930185.185185","565461000","553047296.296296","","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771604657.164109","890571013.670277","1084860511.26415","1044612228.42537","1322097103.07328","1759224024.63663","1392135648.86493","1912821607.01268","2484474826.30804","1656262408.28658","1562932891.76148","1381683741.64811","1158845999.49464","1243029249.66947","","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726925962.8954","3539822366.69293","4197706680.73948","5091730420.36782","5011108418.07374","5584222227.94724","7731195123.8134","8255176357.77846","8807845154.14064","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422690776.333","12501500949.5803","15009742234.1363","17803195725.332","18197252859.4771","18755600244.3743","19706916272.2123","19223263050.6349","18856945486.1248","20312483838.92","",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3206000000","3283000000","3042000000","2976000000","3015000000","",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.52381","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708850.632911","419266355.09839","557463259.792166","595085540.706605","633450373.825018","696946829.577465","766890762.820513","820130867.76076","774285039.762422","726372197.440421","788833546.017651","759902155.553468","758240189.337319","739243194.313134","828486192.403212","905124012.507817","1095792587.27908","1382587392.82627","1644687122.39108","1507250547.68326","1797559095.20821","2200523182.07997","2525756707.70407","2370932739.0939","2220175514.84821","1899590161.74334","1911748850.3632","2163853160.29056","",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","119892016140.929","126322878203.964","134587714378.538","147076927100.315","163460548555.541","177213326290.112","198538641905.907","213461234104.786","237427118803.842","270604806026.123","309976228460.395","345209465327.853","410428458659.337","557818136822.177","779640257825.277","801577540604.305","915606770123.287","1051318142948.98","1226709914683.17","1565154208164.57","1872787871299.65","1839606645292.02","1757083483048","1739605278313.46","1853938911259.16","1881459771129.97","2139903265006.19","2545937214808.76","2919842839183.56","3176095394792.25","3660313379639.61","3761328916907.01","4020627632424.89","3888263693092.27","4349399206440.37","5160212067798.75","5392866452965.98","5528872464041.45","5565339935257.62","5848727864496.47","6477578323805.21","6236424603752.14","6423953217020.04","7411954489989.94","8860495438939.41","9926870468276.3","11243788869211.3","12803251552283.6","14399763587871.9","11355602450838.7","13154501374190.7","15353016500056.2","15263879306458.9","15562568213122.7","15969745101339","14372617494068.3","14201013518875.6","15400992699241.4","",
