"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Euro area","EMU","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","348719500673.521","386484289400.398","447945491264.751","545354521487.232","677024976997.478","762204081826.714","718549898591.477","693380883593.453","670255720411.597","684646703520.948","719495800665.192","902787332662.326","1083406161640.26","1199849328595.59","1279751717555.99","1565408862399.52","1556151573596.11","1688585219875.28","1541894781494.65","1712112513015.64","2099843665151.82","2152573097390.12","2127648142734.7","2226795425721.82","2234551399590.85","2259893193567.64","2302668608556.27","2459951899074.48","2934412483650.91","3553631982768.08","3823862084985.11","4289247092155.85","5095273467854.02","5659692095921.02","4519109075185.99","4920984703362.94","5713099053429.85","5529682058458.9","5821939244752.07","6043228231908.37","5419963360427.42","5477147299926.69","5993238389146.22","",
"Eritrea","ERI","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89021511.9464496","149468217.5891","167752097.147125","134474151.962959","202731638.462454","214407783.830013","109845989.364588","68235404.6686316","97718685.5670103","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","13255142353.6877","14120655083.8072","16752785674.1105","21686530054.1323","28642085668.9177","32140119734.3654","32304588124.3886","32829845880.0808","31369174587.8345","35303331788.2073","36682699054.5013","44711437221.5226","55566749442.9429","64402039293.6676","68400704606.9851","83594592162.6047","89337689294.6943","99337039219.594","92467808762.2286","107784258646.228","133910334452.808","147319516053.021","150864578233.543","159781954697.059","167093447103.003","170288833004.369","174535721541.96","187492992074.719","231342066746.629","269668205917.239","285725825610.444","315018906094.673","381002391726.781","416591185301.616","341312460257.722","365959332620.92","431304719585.033","410433703165.935","439242080422.094","451030293942.115","395670515367.089","410808026139.125","452929398992.596","",
"Estonia","EST","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","663809907.733099","1146303976.15695","1555669861.70656","2213355810.45432","2546858741.33066","3097430953.25661","3464843866.81947","3223134520.2611","3503486025.71975","3932546507.58655","4295602059.95891","5724045297.13466","7924756994.87547","10369960678.2666","11833134351.3171","14382733931.6098","16449303156.8882","12002973129.4969","14630515918.3245","20073907211.3691","19808976777.7411","21195040919.1042","21783722056.1638","17712320317.2071","18620651368.0992","20438984875.1118","",
"Ethiopia","ETH","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","417198067.834395","385652174.099349","516666666.916264","544734299.780065","506473430.196364","537922705.573876","541545893.981423","603285024.296779","621690821.256039","721062801.932367","652077294.68599","671739130.434783","732995169.082126","596618357.487923","435893719.806763","437485314.009662","476080000","666572407.366643","767558289.222419","794653790.739324","979000164.230385","951890278.159835","940975697.674455","992267370.259464","975689091.171146","1063969944.99859","1258126210.58213","1683762662.68493","1929483699.80887","2198490814.12065","2649643536.00468","3495286071.70092","3429924703.77971","4644218341.95427","5814847633.48059","5993906636.22454","6116429439.21481","6385666533.10084","6007198500.36568","5905571808.04242","6636374163.92425","",
"European Union","EUU","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","473407211148.195","519321330513.871","600330857464.783","725739830250.339","903549819857.986","1034821270965.92","973490273998.327","934306940859.056","906080727349.36","925919932747.593","970471279445.336","1174030399806.98","1407137511702.18","1553729245573.23","1642086630978.61","1981472752138.61","1968326791349.75","2122009317489.63","1950821030804.61","2180667853368.17","2669661689149.56","2768941702042.88","2779015749877.2","2893627076900.31","2918706326755.85","2990706856983.07","3031171826633.93","3234759429773.15","3850796929940.84","4662009935722.7","5066066073444.27","5739551590278.88","6754956817776.7","7487605462766.3","5963102187325.8","6532652878177.81","7600309834508.95","7366050469250.47","7738462759386.35","8048655012712.24","7232573028624.34","7272561176596.41","7949179114564.16","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131485318255.312","159936787503.354","195164518838.591","264647998398.056","193780498601.273","243336359954.988","258442597294.915","310517647489.982","294424708435.341","262319645870.186","184935643731.661","154397398327.657","","",
"Finland","FIN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","6608348169.58199","7547618148.97707","9064657595.69392","10364857866.1688","13349029787.6452","16802367814.5063","16576488098.1355","15564835546.0273","14704306311.0801","15524602645.7721","15780424141.4168","18723406223.2781","22580975804.8095","25761416558.0865","27007944499.5942","30845680919.9531","26787216349.3206","28317584316.8096","27765431155.0198","34938970403.2684","47171415365.4242","47070108506.3213","47066493624.5456","48124426708.3214","47753847906.5929","52781144823.564","51554707084.7719","54475953134.3515","63214462153.7878","75241654981.3863","82339999361.8156","93642084336.9022","112621493649.935","128596399683.805","91580853504.2226","95846565511.4142","107173126640.33","101361688427.257","104838863936.623","101539681077.078","84819560907.8938","86003606810.5482","97454308745.3304","",
"Fiji","FJI","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","461445546.17874","574095703.287219","534373736.366974","523138718.474374","492074724.653564","507077120.407228","508168595.069647","538987038.07519","530285469.27236","617580740.076095","742179775.2809","832529584.883154","790209802.057866","802998909.396766","852069854.550761","1024844190.216","1083740222.80161","1284757357.65695","1203594991.94763","932144385.071595","1062841911.53138","968296377.764879","914934654.758887","981460952.905258","1290622470.96675","1402327005.11276","1610748024.15117","1542201202.10158","1648018800.67461","2016939731.03157","1421083751.33587","1807317837.29552","2241606992.21862","2427700721.77812","2377725126.25001","2485518106.15805","2226327054.78285","2204635437.98473","2418005297.78582","",
"France","FRA","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","68248377440.3913","72973482962.3865","84313118006.9683","104961538327.85","130892500177.401","151617717128.542","142933789673.621","128426866586.616","125212890354.372","127385577956.331","132509046255.836","163598668255.738","193443755928.364","215673032711.126","232015952563.148","285334911479.438","289271661957.651","319207509078.733","285421050687.19","306331496171.708","362717041241.79","365375478068.312","366861237025.893","387982971657.585","403212946287.612","390246297043.541","391683324453.628","418289461271.037","485216877654.573","559181356554.901","593159797843.557","650271034013.061","741231644566.047","827320003473.727","664640074133.113","709514784597.464","823178541453.507","795546792823.079","836608184755.804","853254011269.484","777258013690.846","780760560639.722","830353018764.182","",
"Faroe Islands","FRO","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493190000","527650000","530750000","573000000","608630000","671270000","705010817.196333","735782833.073867","825068967.467749","959621432.67851","1104282947.81357","935652250.13864","1025794812.66933","1212798314.66615","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77019500","92315200","91027600","117958700","126591400","126186900","","","","",
"Gabon","GAB","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","1478490297.81055","2023818504.66047","2408988408.75058","2507806857.11673","2330692108.59345","2200930864.23949","2155614214.74452","2089911873.28904","1197756075.60421","1401160632.95309","1408536205.66525","1914965851.92501","2730356744.20198","2551869442.11943","2606805341.31917","2637354135.27674","2584812432.65629","2943435106.19522","3566109536.47152","3264450886.49668","2126331429.24266","2775280833.22472","3492940831.47373","2778585272.60901","2633113430.74398","3344340933.12323","4223483167.98153","5602397111.77474","","7014838336.69654","9242329127.68554","6617066755.59094","9340231071.72115","10476428947.469","10047189736.4236","","","","","","",
"United Kingdom","GBR","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","27623977939.4912","31462134266.6812","34015365821.081","41819712845.88","53545813005.12","59440065897.7617","62967217314.4687","75600604769.3411","91119888678.2891","116755054998.106","146071955345.42","136167525551.713","127520175822.223","121032829158.069","121915855956.927","132167965057.85","143500226783.008","174723938754.525","191399431602.392","198823599319.614","239226146127.677","239783075392.638","253593269083.67","245689726109.843","277113222738.51","322113920529.837","351830680358.616","383179008313.104","384318772481.818","395226500334.391","410535228590.586","401045941975.854","421504918048.434","480296089150.94","563031907104.333","623208089894.817","720651836656.629","767723060249.323","783065443446.849","628885700518.376","691273020675.603","802302836351.046","797323212843.066","818615841714.735","856389423969.32","793894366279.209","752272056791.444","796373187617.426","",
"Georgia","GEO","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574500000","665200000","546400000","846274639.44","865989989.55","992207442.37","1252000801.31","1625700139.94","2151801974.15","2499896419.78","3162652493.09","3658441763.62","3183015490.74","4034096539.53","5241870893.51","6021076671.81","7171698272.03","7038666142.48","6108160411.33","6177733455.88","7560033324.67","",
"Ghana","GHA","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","890961421.989269","891483163.988899","1017830751.98287","996047318.715694","1162700067.99997","1210300000","829800000","710891087.999908","477300000","609700000","670400000","804130000","905500000","957700000","889100000","983200000","1100500000","1140700000","1208300000","1385200000","1581800000","1726800000","1654760000","2531700000","2473300000","2440594058.71039","2398772637.80784","2570090115.87","3192565896.5","3406777546.23","3908685122.49545","5109521115.71528","6004003831.20595","7070629251.88412","7609410000","9437380000","14595519045.752","16812023075.6352","16205962419.184","15261460189.3534","16463379633.7344","17469860326.4514","20436840000","",
"Gibraltar","GIB","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","562210000","598240000","564460000","699230000","828660000","831780000","676890000","747850000","668520000","700221000","760668000","740753000","803790000","748849640","734089633.503782","809157410.329217","774588000","715834497.73998","810910000","925700000","1096090000","1251900000","1444910000","1121960000","1533620000","1505720000","2086650000","1989790000","2130091254.23937","1859596267.58557","2467233944.16599","4647400000","",
"Gambia, The","GMB","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","56056700.7805628","80713156.5149733","69024511.6015944","57527742.8354363","78881501.0123048","76893788.991265","97001778.0899521","91993222.6851833","67386562.9260238","127927454.839643","146149097.223451","153892956.565148","173485386.027324","203134248.322197","233955339.210111","229663557.457475","213451146.81971","175459297.463321","217100371.512206","223037532.066469","","","","","","134705416.219655","178362275.606961","186535368.959118","200943962.78735","262272595.441464","323079602.197596","278401503.795356","270568875.315234","249907458.24806","274745539.370269","261507033.705836","268858817.851384","262482359.984818","237138123.646254","264622911.435828","",
"Guinea-Bissau","GNB","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","17400000","15300000","25400000","18100000","9700000","15400000","15900000","20640000","26100000","33500000","18030000","25720000","38820000","29590000","28570000","56860000","","","","67351168.4909145","60879079.1294962","71006499.8513491","83447411.7436691","94786767.0847486","77565054.7878706","140430879.029852","171901919.362222","154761311.008798","170591033.300557","282642037.682074","153044009.8193","190931893.875345","212887473.143947","288516902.686941","185193750","","",
"Equatorial Guinea","GNQ","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","44593575.8794521","50515662.170618","38547586.4412935","42322770.0011293","43189300.2955732","57685957.6182645","70055160.6607989","65359677.7619898","94108280.3480333","180192673.409634","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","4066000000","4716000000","5741000000","7427000000","8122000000","8837000000","7633000000","7036000000","7150000000","6957000000","7799000000","10031000000","11109000000","10902000000","13018000000","14133350000","14773000000","13326000000","14551000000","15523000000","15238000000","14863000000","","24995100000","29405200000","30039700000","29980109757.6973","36840922372.417","48807873797.909","51521732489.931","56030959036.9738","67040564754.8011","79593077931.2752","59023287352.1469","59916143264.8645","67622329785.5779","63238522249.1778","72905304688.5613","76826309595.8271","58464304564.3681","54864296466.4684","63907745487.4646","",
"Grenada","GRD","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","28859259.2592593","33300000","40551851.8518519","38000000","37700000","36800000","37900000","39800000","52892592.5925926","75148148.1481482","79777777.7777778","86185185.1851852","85333333.3333333","93092592.5925926","97548148.1481481","99566666.6666667","110425925.925926","126766666.666667","123762962.962963","131614814.814815","138940740.740741","165718518.518518","218018518.518519","235727418.888889","197133128.518519","172622222.222222","179535555.555556","197736918.518519","148871267.037037","162306468.148148","209545883.703704","207800809.259259","187237310","183762239.62963","196181942.962963","206490973.333333","209736588.148148","476137824.005344","506482682.939582","525024571.2978","584127841.484604","",
"Greenland","GRL","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","1321700000","1276200000","1449900000","1731000000","1446400000","1278000000","1172000000","1228200000","1160800000","1167500000","1136200000","1269100000","1423800000","1567500000","1688800000","1897700000","2023600000","2247600000","2823400000","2796500000","3191700000","3486800000","3480100000","3861300000","3902957658.3805","3964302180.36116","4118665972.42066","6205500000","6767300000","7601000000","8714400000","9965115511.75583","9383571443.54068","10803318404.5824","12757492572.4392","12537670892.7541","12716157625.8157","13821896757.9351","13646908520.8099","13365300000","13954200000","",
"Guam","GUM","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","275490196.186467","313764706.005398","311254902.082845","408627451.140638","369386666.798005","264033333.421345","224866666.741622","246113105.049376","262026809.480059","","","","","","","487552000","530825000","584115000","629175000","712400000","738700000","686900000","669300000","672200000","657400000","662400000","664800000","744887000","693497000","727246000","847778000","1013400725.61759","938490818.315201","1133030208.38423","1426674912.85546","1713223752.10528","1539804817.74","1348029271.56116","1296096535.26197","1600078818.50673","","",
"High income","HIC","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","885083397736.955","987499128851.835","1120917236482.84","1328116165924.2","1677504440990.24","2011696877597.92","2013085396710.18","1868126994172.37","1799098269240.65","1873027767525.78","1908815841485.56","2196526213893.25","2598135095556.72","2970285058559.44","3207634345894.66","3749225452675.12","3828738226473.13","4115909978687.49","4004437223840.71","4464174651369.26","5356480291260.99","5638355396842.99","5812963563214.7","5772459729562.6","5967475917056.53","6526697527351.89","6268259000177","6503734974977.64","7476571318310.56","8988451396713.71","9961677926934.85","11259698408479.4","12981531305516.8","14542175973011.1","11669705347800.5","13521579167732.1","15820228172607","15870397876659.7","16349487538681.4","16690058554124.4","14914595522950.1","14767872555683.4","16051522307813.2","",
"Hong Kong SAR, China","HKG","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187183680495.782","186831745177.894","216341287949.76","207977224239.57","219708454606.551","243373251073.372","283699350288.676","322259589757.709","358355205527.656","394489192294.543","424137318245.72","381300703971.464","469441931862.776","528964931979.131","566901902017.371","610980946926.177","621081488103.407","606083932209.968","600082845618.105","641812740704.29","",
"Honduras","HND","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","331849999.931229","344350000","453700000","580650000","687400000","838000000","941600000","883550000","766950000","801000000","847350000","909400000","1011700000","950150000","1025850000","1060900000","1032500000","1015600000","1041300000","1223500000","1343900000","1634800000","1921700000","2191400000","2425000000","2230400000","2542836069.7158","2537807897.91089","2678412941.7981","2752777097.22376","3237485421.52905","3671862125.71246","3937323132.58043","4384225823.9969","4865217970.49805","4246434697.08203","4939311177.07018","6231512975.46935","6666909899.13762","6258866155.2933","6764171000.59422","6931268547.30191","6825132088.20021","7463012284.87511","",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","16060624268.3505","19650397516.1458","22965035392.037","21720459957.0567","19321965007.8429","18846959170.2887","20062821457.12","19346333631.8704","19743405470.8392","20175073481.585","21010559081.2039","22347610006.5249","23891746402.5534","22536668535.2397","21763869424.7245","21697238540.9509","23604791909.0884","27825327640.53","30607986358.2841","31078178892.3333","31584828240.8851","31382308975.9914","35469720822.9696","36539465908.4993","39199326576.2075","44470185488.9489","54739758555.2702","65447607102.8441","79001027845.8227","95691406756.6334","117846972647.727","103486779239.934","128196704242.004","155749521024.45","160151751789.924","166156719856.361","170269288292.413","145881981862.229","142934426573.672","166371520745.226","",
"Croatia","HRV","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6196066941.24164","7259941708.2683","6971775373.92238","7974084600.08344","8025208807.71812","8544686561.65313","8118848281.92958","7614738388.5322","8642445030.01184","9855394194.64268","13785557766.6679","16385911238.0424","17778681156.766","20146137735.8017","23526088707.7482","27484013421.3713","21797612763.3042","22345655941.7061","25363101843.8457","23394126201.2966","24868347467.4893","26545131653.7236","24388287969.6754","25291745591.9202","30243808903.8853","",
"Haiti","HTI","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","64100000.01282","63899764.5318012","76019999.9489855","91819923.8649022","105920000.021184","140700000.02814","174080000.034816","211220000.042244","212920000.042584","305680000.061136","241520000.048304","274860000.054972","289840000.057968","319040000.026587","337180000","292060000","320400000","274860000","236740000","318000000","224180000","111900000","116070000","66990000","192360000","191600000","379100000","473770000","531260000","503700000","444220000","421100000","469840000","512600000","605080000","689110000","779190000","917195653.316743","1034006544.64086","1016384389.4025","1311690270.9393","1327839725.02212","1566906102.03952","1662116685.61267","1747794245.0499","1617548694.95974","1526631857.43581","",
"Hungary","HUN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","9671135159.30476","9566955659.96152","9684941973.85185","9199950518.16263","9926961750.64884","10947116676.8533","11035957011.9273","11783868449.6148","12035442661.3522","12213151309.1993","13502018395.624","10954529995.3299","10765179931.9452","17438950771.1617","18883928883.8678","21974955647.7661","25253017725.1233","26986503098.8275","31074302323.0073","34428108414.0555","38821335885.9626","48120937871.5207","62420578244.4523","71288270627.114","83765315348.2956","106668332586.403","126352491158.891","97941726702.4583","107062799411.934","122251369491.016","110500829443.145","115867271126.628","122914442444.9","109466394453.184","113101331981.164","123475374426.267","",
"IBRD only","IBD","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","383411097825.22","383973017806.409","406039714772.943","389646328873.906","350118296296.603","419735028904.201","471408322734.374","516576973467.507","590739115900.473","612776430725.062","677778095710.164","725890391882.651","856069349997.697","1036039172650.48","1149198574489.05","1173837585914.71","1156647324769.11","1189500077835.67","1437054841041.87","1420170282093.13","1525301767430.88","1943428398190.36","2492694676092.14","3060610583453.84","3735540327447.65","4503691475100.37","5479479140225.63","4331967141884.85","5436431016663.68","6697876945628.09","7020631723955.95","7246719730949.89","7312782540065.3","6457438231383.75","6163907936074.82","6962099267361.63","",
"IDA & IBRD total","IBT","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","429377175655.325","427606098276.526","452668221328.163","437713921191.525","389242816532.981","464343301581.958","517866022876.31","568560509345.586","654271865569.437","674688559542.054","741252079487.002","791431810134.221","925159394252.793","1107560340226.58","1226702781282.17","1252559851228.35","1231563735855.34","1277586289524.63","1541619901376.82","1525261172131.4","1634782941070.87","2076212740316.51","2659236080979.24","3271922128489.02","3975863221739.31","4783223323705.86","5824001194723.56","4612008359345.06","5795501925269.77","7133413382913.63","7458311619540.87","7700217432942.63","7764202758522.09","6836964514590.02","6528201950264.91","7379729924357.4","",
"IDA total","IDA","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","38698573163.1684","37821118051.0099","52077402481.1034","69804492457.8799","58362871856.4412","47683348058.1276","45231117407.8471","48343126668.5323","49877881166.2093","40508142153.0241","46167256983.9187","48049070116.0155","53774447579.9661","65782999501.5586","64039057065.2225","65585554956.941","67724958248.4617","71343181497.1534","71814888389.9108","77446084772.8714","78564955549.5418","74221296989.1305","89716952580.3056","106139097749.747","106980649178.088","110869353324.717","133319441759.777","166541984802.817","212507095532.754","240414011269.339","278867656904.131","344069828228.321","280265775752.09","359872394661.323","435634443811.192","435336402575.332","451286479761.044","448439575525.524","374386264895.069","359655045566.243","413831747780.396","",
"IDA blend","IDB","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","20294759650.1579","19328734104.591","28154094587.3041","40623128507.584","31456870437.9095","24629292366.7294","22962151946.3772","24876071758.855","26376005804.7259","19249061644.0528","22814525309.9742","23609532946.0714","25899869186.093","33618958158.6621","33026590753.4709","33741971359.1667","33619391846.8606","33583498714.249","28934526872.2624","31946512084.9129","31319065487.7319","27130299182.3527","38937741235.3065","48157934498.4278","46922500750.4361","47688720929.8419","63047288003.0828","79859350836.7252","108673795678.91","117274104115.928","132120995753.609","166218043550.881","121309312139.165","164041084185.796","200125168206.046","194327135751.174","193313530167.056","183106793423.186","134946919908.489","118717751270.064","141038005727.042","",
"Indonesia","IDN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","23797000000","20251000000","19235000000","21324000000","19371000000","15240000000","18271000000","20878000000","24849000000","29295000000","32457000000","37187000000","40566000000","45020000000","52923000000","56787000000","63239000000","54849971800","55840471034.8021","70621521117.0085","62865023700","65828023965","69402126374.14","78813558769.0248","94679537822.5466","107400056941.626","122265544100.14","146055150859.016","125322055265.413","166636323443.415","212996855848.882","211006612793.011","205033131237.093","198823722296.059","171345363235.039","167793327281.49","193674653070.634","",
"IDA only","IDX","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","18308733062.8268","22825666912.7535","26314652501.3228","25647096365.5268","22536711935.1676","21966693424.2592","22986788603.0666","22676278960.5417","21627468431.5705","23403512534.3155","24549328067.3844","28218115084.3977","31729290706.7185","30457032488.1558","31317664294.4563","34120728923.8921","38570862100.3004","45554892626.7182","48098777561.3956","50300335295.828","50823264151.5828","53078049862.0894","59940580268.0667","62625975147.3832","66183304856.5136","71943446150.2306","88401814493.8695","103879674389.638","123311024879.832","147014952004.075","178125585592.953","159308003479.998","196068753122.646","235565376897.531","241910561112.929","259993476611.469","268541784543.428","244880580237.397","247868054554.781","279579197667.082","",
"Isle of Man","IMN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","5506716461.9692","6466191483.17676","7565571017.55048","8124589101.05027","9679969986.92073","11274397263.3685","11234710725.9819","12159028818.9729","13059989650.5483","13423608500.9944","12849204785.9406","13476274302.0899","15247435579.9095","17301077321.6336","20283679802.9595","22911050152.3697","23020341172.3229","24953469070.621","27122896193.4142","31560671994.8993","38013243235.1157","40975672886.2795","44812659333.5248","45766843440.0458","51386266375.4722","59931697987.5545","62130222527.4738","70619282935.6584","84795030552.851","116019759652.382","154582031679.649","193316062904.371","240082039833.715","305119336663.061","260847157421.868","348035371769.33","446375404070.601","443845180758.278","468273426431.433","485583046457.597","428630903175.949","430433487927.696","489400913160.193","",
"Not classified","INX","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162745392481.927","176241068848.195","208536591131.808","218910294902.54","202174321970.899","207887697356.434","231617665659.607","226362069243.203","234496060504.565","285156812492.5","362100467307.485","352562858257.157","399035303594.576","",
"Iran, Islamic Rep.","IRN","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","27370000000","27775000000","20779000000","25751000000","13069000000","12387000000","20961000000","22047000000","17562000000","14545000000","7413000000","12147000000","10953000000","13527000000","19741000000","19329000000","20427000000","19164000000","19872000000","18953000000","23251000000","19573000000","14911000000","22246000000","29727000000","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24052600000","30886500000","40454900000","65224600000","41622700000","54593900000","82506000000","97040000000","93065900000","88111900000","49701300000","33194500000","","",
"Iceland","ISL","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","574500000","724700000","902300000","1072400000","1199600000","1199200000","1026100000","1084500000","1090300000","1208300000","1550000000","1918000000","1957000000","1918400000","2148529489.72164","2125399349.35226","2118959197.11484","1999533675.06995","2179208142.12296","2494575734.29968","2658357125.5123","2688497056.65603","2874584406.86761","2913691517.80864","2898804274.57358","3036381308.06188","3317436938.13118","3725721304.02377","4483401254.27875","5105803640.4671","5292202595.45353","7128149725.02474","7422406092.14298","6391790426.56093","7136917524.68648","8304375837.2986","8104990973.57847","8590316601.39161","9147521350.71429","9007704937.26943","9868911309.87171","11329968153.516","",
"Israel","ISR","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","308000000","361000000","","","","672000000","781000000","852000000","1082000000","1213000000","1310000000","1714000000","1954000000","2419000000","3169000000","3318000000","4026000000","5028000000","6058000000","7159000000","8668000000","8818700000","8392400000","8471800000","9198500000","9977300000","11015600000","13109000000","14473900000","15490300000","17312000000","16903600000","19432000000","20892700000","23820500000","27478300000","29636300000","31769800000","32873200000","37769000000","46591200000","40479800000","39313600000","43490500000","53001600000","58074000000","62870500000","72517900000","83365300000","69377900000","82051500000","94193600000","92651000000","98594600000","100386000000","93969400000","95533000000","103242500000","",
